dial_name,turn_id,context,query,gold,s2s,larl,mog,message
MUL2410.json,2,"U1: i would like to find a park attraction , please .<br/>S1: there are [value_count] options . what area would you like ?<br/>U2: i would like an area near town .<br/>S2: all [value_count] of them are near town . in the [value_area] area there is [restaurant_name] on [restaurant_address] ? will that [value_count] work for you ?","yes , what is the postcode and entrance fee ?",the postcode for that is [attraction_postcode] and the entrance fee is [value_count] pounds . can i help with with anything else today ?,the postcode is [attraction_postcode] and the entrance fee is free .,the postcode is [attraction_postcode] and the entrance fee is not listed .,[attraction_name] is free and the postcode is [attraction_postcode] . is there anything else i can help you with ?,"You are planning your trip in Cambridge<br/>You are looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the type of <span class='emphasis'>park</span><br/>Make sure you get <span class='emphasis'>entrance fee</span>, <span class='emphasis'>postcode</span>, and <span class='emphasis'>area</span><br/>You are also looking for a <span class='emphasis'>particular restaurant</span>. Its name is called <span class='emphasis'>the nirala</span><br/>Make sure you get <span class='emphasis'>postcode</span>"
PMUL3465.json,1,"U1: i will be in the [value_area] this week and know i will want to catch a movie , what cinema s are in that area ?<br/>S1: there is a great cinema on the [value_area] side called [attraction_name] . the are located at [attraction_address] . their phone number is [attraction_phone] . is there anything else ?","yes , what is the postcode ? is there an admission fee ?","the postcode is [attraction_postcode] , and it looks like there is not an admission fee . is there anything else you would like to know ?",the postcode is [attraction_postcode] .,the postcode is [attraction_postcode] and the entrance fee is not listed .,the postcode for the [attraction_name] is [attraction_postcode] . is there anything else i can help you with ?,"You are looking for information in Cambridge<br/>You are looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the <span class='emphasis'>south</span> and should be in the type of <span class='emphasis'>cinema</span><br/>Make sure you get <span class='emphasis'>entrance fee</span>, <span class='emphasis'>address</span>, and <span class='emphasis'>postcode</span><br/>You are also looking for a <span class='emphasis'>train</span>. The train should <span class='emphasis'>leave after 16:45</span> and should leave on <span class='emphasis'>sunday</span><br/>The train should go to <span class='emphasis'>norwich</span> and should depart from <span class='emphasis'>cambridge</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>7 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span>"
SNG01367.json,2,U1: i need a taxi . i'll be departing from [restaurant_name] .<br/>S1: i can help you with that . when do you need to leave ?<br/>U2: i would like to leave after [value_time] please .<br/>S2: where will you be going ?,i'll be going to [restaurant_name] .,"i have booked for you a [taxi_type] , the contact number is [taxi_phone] . is there anything else i can help you with ?",i have booked you a [taxi_type] . the contact number is [taxi_phone] .,booking completed ! booked car type [taxi_type] contact number [taxi_phone],i have booked you a [taxi_type] . the contact number is [taxi_phone] . is there anything else i can help you with ?,You want to book a <span class='emphasis'>taxi</span>. The taxi should <span class='emphasis'>leave after 11:45</span> and should depart from <span class='emphasis'>la raza</span><br/>The taxi should go to <span class='emphasis'>restaurant one seven</span><br/>Make sure you get <span class='emphasis'>car type</span> and <span class='emphasis'>contact number</span>
MUL0990.json,5,"U1: i am looking for information on a restaurant called [restaurant_name] .<br/>S1: [restaurant_name] , on [restaurant_address] , is a [value_pricerange] [value_food] restaurant . would you like me to make a reservation for you ?<br/>U2: not now . what area of town is that in ?<br/>S2: [restaurant_name] is in the [value_area] of town .<br/>U3: could you give me their phone number ?<br/>S3: yes ! the phone number for [restaurant_name] is [restaurant_phone] . can i help you with anything else ?<br/>U4: yes , i will need the price range for that restaurant and the area it is in as well please .<br/>S4: the [restaurant_name] is in the [value_area] area and in the [value_pricerange] price range . can i help you with anything else ?<br/>U5: yes i would like to go [attraction_name] . can you give me the address ?<br/>S5: yes , [attraction_name] is located on [attraction_address] , postcode [attraction_postcode] . is there anything else i can help you with ?",i also want to book a taxi from the museum to the restaurant . i want to by [value_time] .,"alright , a [taxi_type] will pick you up at [attraction_name] . your contact number is [taxi_phone] .",i have booked a taxi for you . it will be a [taxi_type] and the contact number is [taxi_phone] .,i have booked you a taxi . it is a [taxi_type] and the contact number is [taxi_phone] .,i have booked you a [taxi_type] . the contact number is [taxi_phone] . is there anything else i can help you with ?,"You are looking for information in Cambridge<br/>You are looking for a <span class='emphasis'>particular restaurant</span>. Its name is called <span class='emphasis'>kohinoor</span><br/>Make sure you get <span class='emphasis'>price range</span>, <span class='emphasis'>area</span>, and <span class='emphasis'>phone number</span><br/>You are also looking for a <span class='emphasis'>particular attraction</span>. Its name is called <span class='emphasis'>the fitzwilliam museum</span><br/>Make sure you get <span class='emphasis'>address</span><br/>You also want to book a <span class='emphasis'>taxi</span> to commute between the two places<br/>You want to leave the <span class='emphasis'>attraction</span> by <span class='emphasis'>15:45</span><br/>Make sure you get <span class='emphasis'>contact number</span> and <span class='emphasis'>car type</span>"
SNG0572.json,0,nan,could really use some grub .,sure . is there any part of town that you would like to look for food in ?,i can help with that . what type of food are you looking for ?,i would suggest [restaurant_name] . the address is [restaurant_address] and the postcode is [restaurant_postcode] .,i would suggest [restaurant_name] . it is a [value_food] restaurant in the [value_area] of town . would you like me to book it for you ?,"You are looking for a <span class='emphasis'>place to dine</span>. The restaurant should be in the <span class='emphasis'>centre</span> and should serve <span class='emphasis'>traditional</span> food<br/>If there is no such restaurant, how about one that serves <span class='emphasis'>lebanese</span> food<br/>Once you find the <span class='emphasis'>restaurant</span> you want to book a table for <span class='emphasis'>2 people</span> at <span class='emphasis'>12:00</span> on <span class='emphasis'>wednesday</span><br/>If the booking fails how about <span class='emphasis'>11:00</span><br/>Make sure you get the <span class='emphasis'>reference number</span>"
PMUL4998.json,5,"U1: i need to get to [value_place] by [value_time] for a business meeting , can you give me some train information .<br/>S1: i can help ! where are you departing from ?<br/>U2: from [value_place] on [value_day] .<br/>S2: train [train_id] departs at [value_time] and arrives at [value_time] . would you like me to book you a ticket ?<br/>U3: not at this time , but could you give me the exact travel time please ?<br/>S3: the duration of the trip is [value_count] minutes . would you like more information ?<br/>U4: no thanks . i am also looking for multiple sports that are in the [value_area] .<br/>S4: i am sorry but there are no multiple sports attractions in the [value_area] ? shall i look in another area ?<br/>U5: how about a museum instead ?<br/>S5: there are [value_count] museums in the center , and all have free entry . should i recommend [value_count] ?","yes please . i need an address and phone number , too .",[attraction_name] can be reached by phone at [attraction_phone] . their address is [attraction_address] . will that be all today ?,the address is [attraction_address] and the phone number is [attraction_phone] .,"the address is [restaurant_address] , postcode [restaurant_postcode] . the phone number is [restaurant_phone] .","[attraction_name] is located at [attraction_address] , postcode [attraction_postcode] . their phone number is [attraction_phone] . is there anything else i can help you with ?","You are looking for information in Cambridge<br/>You are looking for a <span class='emphasis'>train</span>. The train should go to <span class='emphasis'>cambridge</span> and should <span class='emphasis'>arrive by 10:15</span><br/>The train should depart from <span class='emphasis'>bishops stortford</span> and should leave on <span class='emphasis'>tuesday</span><br/>Make sure you get <span class='emphasis'>travel time</span> and <span class='emphasis'>train ID</span><br/>You are also looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the type of <span class='emphasis'>mutliple sports</span> and should be in the <span class='emphasis'>centre</span><br/>If there is no such attraction, how about one that is in <span class='emphasis'>the type of museum</span><br/>Make sure you get <span class='emphasis'>address</span> and <span class='emphasis'>phone number</span>"
SNG0721.json,4,"U1: hi , i am looking for restaurant -s in the area that serve [value_food] cuisine . could you give me some suggestions ?<br/>S1: there are many [value_food] restaurant -s in the city . could you tell me in what area you would like to eat ?<br/>U2: is there something available in the [value_area] ?<br/>S2: yes , there are [value_count] . would you like something in the [value_pricerange] or [value_pricerange] price range ?<br/>U3: i do not care about the price range . however , i need to confirm that the restaurant serves [value_food] food and is in the [value_area] of town .<br/>S3: the [restaurant_name] meets your specification -s of [value_food] food in the [value_area] of town . would you like me to book that for you ?<br/>U4: yes . for [value_count] people at [value_time] on [value_day] , please . i'll need the reference number .<br/>S4: booking was successful . the table will be reserved for [value_count] minutes . reference number is [restaurant_reference] .",great thanks so much !,is there anything else i can help you with ?,is there anything else i can help you with ?,thank you for using our system !,you are welcome . is there anything else i can help you with ?,You are looking for a <span class='emphasis'>restaurant</span>. The restaurant should be in the <span class='emphasis'>centre</span> and should serve <span class='emphasis'>british</span> food<br/>Once you find the <span class='emphasis'>restaurant</span> you want to book a table for <span class='emphasis'>6 people</span> at <span class='emphasis'>19:30</span> on <span class='emphasis'>friday</span><br/>Make sure you get the <span class='emphasis'>reference number</span>
PMUL3918.json,2,"U1: hello , i need a train on [value_day] arriving at [value_time] .<br/>S1: ok , i can help you with that . where will you be departing from ?<br/>U2: i am departing from [value_place] and going to [value_place] and i need to arrive by [value_time] .<br/>S2: [train_id] leaves at [value_time] . can i book for you ?",please make a booking for [value_count] people . make sure you get the reference number,"booking was successful , the total fee is [value_price] gbp payable at the station . reference number is [train_reference] . is there anything else i could help you with ?",i have booked you on the [train_id] train leaving at [value_time] . your reference number is [train_reference] . is there anything else i can help you with ?,i have booked [value_count] tickets for you . your reference number is [train_reference] .,i have booked [value_count] tickets for you . the total fee is [value_price] gbp payable at the station . your reference number is [train_reference] . is there anything else i can help you with ?,"You are looking for information in Cambridge<br/>You are looking for a <span class='emphasis'>train</span>. The train should leave on <span class='emphasis'>wednesday</span> and should <span class='emphasis'>arrive by 14:30</span><br/>The train should go to <span class='emphasis'>leicester</span> and should depart from <span class='emphasis'>cambridge</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>3 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for a <span class='emphasis'>particular hotel</span>. Its name is called <span class='emphasis'>a and b guest house</span><br/>Make sure you get <span class='emphasis'>phone number</span>, <span class='emphasis'>price range</span>, and <span class='emphasis'>address</span>"
SNG0482.json,3,"U1: is there a restaurant that serves [value_food] food in the [value_pricerange] price bracket ?<br/>S1: yes , there are [value_count] such place -s . [value_count] are in the [value_area] and [value_count] is in the [value_area] . would you like to book at [value_count] ?<br/>U2: absolutely ! thank you !<br/>S2: which area of town would you prefer ?<br/>U3: how about the center ?<br/>S3: great , how about [restaurant_name] ? may i book this for you ?","that sounds good . no i do not need a reservation , but could you tell me the postcode ?","certainly , the postcode for [restaurant_name] is [restaurant_postcode] . would you like any other information ?",the postcode is [restaurant_postcode] .,the postcode is [restaurant_postcode] and the address is [restaurant_address] .,the postcode for [restaurant_name] is [restaurant_postcode] . is there anything else i can help you with ?,You are looking for a <span class='emphasis'>restaurant</span>. The restaurant should serve <span class='emphasis'>italian</span> food and should be in the <span class='emphasis'>expensive</span> price range<br/>Make sure you get <span class='emphasis'>postcode</span>
SNG01937.json,2,U1: i need a taxi please . i'll be departing from [restaurant_name]<br/>S1: sure ! when would you like to arrive ?<br/>U2: i need to leave after [value_time] .<br/>S2: may i [restaurant_name] your destination ?,i would like to get to the [restaurant_name] .,perfect ! your booking has been completed . you will be picked up by a [taxi_type] . the contact number is [taxi_phone] . is there anything else i can help you with ?,i have booked you a [taxi_type] . the contact number is [taxi_phone] .,"okay , i have a [taxi_type] picking you up at [value_time] . the contact number is [taxi_phone] .",i have booked you a [taxi_type] . the contact number is [taxi_phone] . is there anything else i can help you with ?,You want to book a <span class='emphasis'>taxi</span>. The taxi should <span class='emphasis'>leave after 16:45</span> and should depart from <span class='emphasis'>grafton hotel restaurant</span><br/>The taxi should go to <span class='emphasis'>jinling noodle bar</span><br/>Make sure you get <span class='emphasis'>car type</span> and <span class='emphasis'>contact number</span>
SNG0317.json,4,"U1: can you help me book a train ? i would like to leave after [value_time] on [value_day] .<br/>S1: i can help with that ! what are your departure and arrival stations ?<br/>U2: i am coming into [value_place] and i want to go to [value_place] . is there a train for that ?<br/>S2: [train_id] leaves [value_place] at [value_time] qm on [value_day] . it costs [value_price] pounds . would you like me to book that for you ?<br/>U3: no , thank you .<br/>S3: is there anything else that i can assist with ?<br/>U4: how long is the ride ?<br/>S4: the ride is [value_count] minutes . would you like me to book a ticket ?",no but can you tell me how much the ticket costs ?,the travel time of the journey is going to be [value_count] minutes .,the price is [value_price] pounds .,"sure , the postcode is [hotel_postcode] and the phone number is [hotel_phone] .",the cost of the ticket is [value_price] pounds . would you like me to book it for you ?,You are looking for a <span class='emphasis'>train</span>. The train should <span class='emphasis'>leave after 10:15</span> and should leave on <span class='emphasis'>saturday</span><br/>The train should go to <span class='emphasis'>cambridge</span> and should depart from <span class='emphasis'>stansted airport</span><br/>Make sure you get <span class='emphasis'>travel time</span> and <span class='emphasis'>price</span>
SNG0547.json,2,"U1: i am looking for a high end [value_food] restaurant , are there any in town ?<br/>S1: there are [value_count] [value_pricerange] [value_food] restaurant -s in [value_place] . is there an area of town that you prefer ?<br/>U2: the restaurant should be in the [value_area] .<br/>S2: the [restaurant_name] sounds like just what you are looking for . would you like a reservation ?",yes please for [value_count] person [value_day] at [value_time] please .,"all right , i have made your reservation . the reference number is [restaurant_reference] . is there anything else i can help you with ?",booking was successful . the table will be reserved for [value_count] minutes . reference number is [restaurant_reference] .,i was able to book a table for [value_count] at [value_time] on [value_day] . your reference number is [restaurant_reference] .,i have booked you at [restaurant_name] at [value_time] . the table will be reserved for [value_count] minutes . reference number is [restaurant_reference] . is there anything else i can help you with ?,You are looking for a <span class='emphasis'>restaurant</span>. The restaurant should serve <span class='emphasis'>indian</span> food and should be in the <span class='emphasis'>expensive</span> price range<br/>The restaurant should be in the <span class='emphasis'>west</span><br/>Once you find the <span class='emphasis'>restaurant</span> you want to book a table for <span class='emphasis'>1 people</span> at <span class='emphasis'>19:15</span> on <span class='emphasis'>saturday</span><br/>Make sure you get the <span class='emphasis'>reference number</span>
SNG0571.json,3,"U1: can you help me find an afghan restaurant on the [value_area] side of town ?<br/>S1: there are no listings for an afghan restaurant on the [value_area] side . would you like to try a different area or cuisine ?<br/>U2: try a different cuisine . just an [value_pricerange] restaurant .<br/>S2: i have restaurant -s specializing in [value_food] food , [value_food] , [value_food] or [value_food] food . which would you prefer ?<br/>U3: [value_food] food please . what are the options ?<br/>S3: sure , how about [restaurant_name] , they serve [value_food] food in the [value_area] . can i book a table for you ?","no , i'll have to discuss it with my wife . can you just get me the postcode for [restaurant_name] please ?",absolutely ! the postcode is [restaurant_postcode] . is there anything else i can assist you with ?,"sure , the postcode is [restaurant_postcode] . is there anything else i can help you with ?",the postcode is [restaurant_postcode] and the address is [restaurant_address] .,the postcode for [restaurant_name] is [restaurant_postcode] . is there anything else i can help you with ?,"You are looking for a <span class='emphasis'>restaurant</span>. The restaurant should serve <span class='emphasis'>afghan</span> food and should be in the <span class='emphasis'>west</span><br/>The restaurant should be in the <span class='emphasis'>expensive</span> price range<br/>If there is no such restaurant, how about one that serves <span class='emphasis'>indian</span> food<br/>Make sure you get <span class='emphasis'>postcode</span>"
SNG0644.json,2,U1: i am looking for a restaurant serving [value_food] food in the [value_area] part of town .<br/>S1: there are several [value_food] restaurant -s in the [value_area] area . what price range are you considering ?<br/>U2: i am looking for something [value_pricerange] .<br/>S2: how about [restaurant_name] located at [restaurant_address] ? would you like me to book ?,"that sounds great ! yes , please ! book a table for [value_count] people at [value_time] on [value_day] .",booking was successful . the table will be reserved for [value_count] minutes . reference number is [restaurant_reference] . is there anything else i can help you with ?,booking was successful . the table will be reserved for [value_count] minutes . reference number is [restaurant_reference] .,i was able to book you at [restaurant_name] . your reference number is [restaurant_reference] .,i have booked you a table for [value_count] at [restaurant_name] on [value_day] at [value_time] . your reference number is [restaurant_reference] . is there anything else i can help you with ?,You are looking for a <span class='emphasis'>place to dine</span>. The restaurant should serve <span class='emphasis'>chinese</span> food and should be in the <span class='emphasis'>centre</span><br/>The restaurant should be in the <span class='emphasis'>expensive</span> price range<br/>Once you find the <span class='emphasis'>restaurant</span> you want to book a table for <span class='emphasis'>3 people</span> at <span class='emphasis'>15:45</span> on <span class='emphasis'>friday</span><br/>Make sure you get the <span class='emphasis'>reference number</span>
MUL1806.json,4,"U1: i am looking for information about [attraction_name]<br/>S1: it is a museum located in the [value_area] . do you need more information ?<br/>U2: could i have the phone number please ?<br/>S2: absolutely ! it s [attraction_phone] . is there anything else i can do for you ?<br/>U3: i am also looking for a train departing from [value_place] .<br/>S3: can you please give me the destination and the day and time you would like to leave ?<br/>U4: yes , i am going to [value_place] . it s on [value_day] and i would like to arrive by [value_time] .<br/>S4: [train_id] leaves [value_place] at [value_time] [value_day] and arrives at [value_place] at [value_time] . would you like me to book that for you ?","no need to book it , but can you tell me the price ?",the price of a ticket is [value_price] pounds . is there anything else i can do for you ?,the price is [value_price] pounds .,the price is [value_price] pounds .,the price for that ticket is [value_price] pounds . would you like me to book it for you ?,You are looking for information in Cambridge<br/>You are looking for a <span class='emphasis'>particular attraction</span>. Its name is called <span class='emphasis'>people's portraits exhibition at girton college</span><br/>Make sure you get <span class='emphasis'>attraction type</span> and <span class='emphasis'>phone number</span><br/>You are also looking for a <span class='emphasis'>train</span>. The train should depart from <span class='emphasis'>cambridge</span> and should go to <span class='emphasis'>birmingham new street</span><br/>The train should leave on <span class='emphasis'>thursday</span> and should <span class='emphasis'>arrive by 15:30</span><br/>Make sure you get <span class='emphasis'>price</span>
PMUL3737.json,5,"U1: hello , can you help me find a train to [value_place] on [value_day] please ?<br/>S1: what time would you like to travel ?<br/>U2: i need to be in [value_place] by [value_time] .<br/>S2: no trains arrives by that time but have [value_count] that arrives by [value_time]<br/>U3: if it leaves [value_place] and gets to [value_place] at [value_time] i'll take it . i need a ticket for [value_count] person and a reference number please .<br/>S3: booking was successful , the total fee is [value_price] gbp payable at the station . reference number is [train_reference] . can i help you with anything else today ?<br/>U4: i am looking for boat related attractions in the [value_area] .<br/>S4: i am sorry , i am afraid there s nothing like that in the [value_area] . there are a few options in other parts of town . would you like to hear about them ?<br/>U5: what about colleges in the [value_area] ?<br/>S5: i see there are [value_count] colleges on the [value_area] side of town . there are [value_count] that are free to visit and [value_count] with entrance fees .","ok , can you recommend [value_count] and give me their phone number",i would recommend [attraction_name] . it s really quite lovely there . the phone number is [attraction_phone] . is there anything else i can assist you with today ?,[attraction_name] is located in the [value_area] . the phone number is [attraction_phone] .,[attraction_name] is in the [value_area] of town . the phone number is [attraction_phone] .,[attraction_name] is located at [attraction_address] . the phone number is [attraction_phone] . is there anything else i can help you with ?,"You are planning your trip in Cambridge<br/>You are looking for a <span class='emphasis'>train</span>. The train should leave on <span class='emphasis'>thursday</span> and should go to <span class='emphasis'>broxbourne</span><br/>The train should <span class='emphasis'>arrive by 08:00</span> and should depart from <span class='emphasis'>cambridge</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>1 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the <span class='emphasis'>west</span> and should be in the type of <span class='emphasis'>boat</span><br/>If there is no such attraction, how about one that is in <span class='emphasis'>the type of college</span><br/>Make sure you get <span class='emphasis'>phone number</span>"
SNG0354.json,2,"U1: i need a train from [value_place] to [value_place] .<br/>S1: i have [value_count] trains travelling that route . to narrow it down , what day would you like to leave and what time would you like to depart and arrive ?<br/>U2: sure , i would like to go on [value_day] , and arrive by [value_time] . as close to that time as i can arrive .<br/>S2: i have a [value_time] from london that arrives at [value_time] . would that work for you ?","yes , let me have [value_count] tickets , please .","booking was successful , the total fee is [value_price] gbp payable at the station . reference number is [train_reference] . is there anything else i can help you with ?",i have booked you [value_count] tickets on the [train_id] . your reference number is [train_reference] . is there anything else i can help you with ?,i have booked you [value_count] tickets on [train_id] leaving [value_place] at [value_time] . the reference number is [train_reference] .,i have booked [value_count] tickets for you . the total fee is [value_price] gbp payable at the station . your reference number is [train_reference] . is there anything else i can help you with ?,You are looking for a <span class='emphasis'>train</span>. The train should depart from <span class='emphasis'>london kings cross</span> and should go to <span class='emphasis'>cambridge</span><br/>The train should <span class='emphasis'>arrive by 20:00</span> and should leave on <span class='emphasis'>saturday</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>7 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span>
MUL2206.json,6,"U1: are there any hotel -s with a star of [value_count] i can stay at ?<br/>S1: yes , there are[value_count]star hotel -s to choose from , do you have a price range in mind that you would prefer ?<br/>U2: yes , are there any in the [value_pricerange] price range ?<br/>S2: i found [value_count] . would you like to specify an area ?<br/>U3: do not care . i am looking for free parking at the hotel though . which ones have that ?<br/>S3: there are [value_count] hotel -s would you like a certain area ?<br/>U4: just pick [value_count] of the hotel -s . i just want a guesthouse .<br/>S4: might i suggest the [hotel_name] . they offer free parking and free internet . they are located in the [value_area] at [hotel_address] . would you like to book a room ?<br/>U5: yes , please . i also need a train on [value_day] .<br/>S5: i can help you with that , but first , i'll need more info . what are your departure and arrival location -s ?<br/>U6: [value_day] after [value_time] , please . leaving [value_place] for [value_place] .<br/>S6: if you want to depart after [value_time] , i can get you on the [value_time] out of [value_place] . it will arrive at [value_time] .",okay . i need to book that for [value_count] person . please let me know the reference number .,"the booking of [train_id] was successful , the total fee is [value_price] gbp payable at the station . reference number is [train_reference] . is there anything else i can help you with ?",your reference number is [train_reference] . is there anything else i can help you with ?,i have booked [value_count] tickets for you . your reference number is [train_reference] .,i have booked [value_count] tickets for you . the total fee is [value_price] gbp payable at the station . your reference number is [train_reference] . is there anything else i can help you with ?,"You are looking for information in Cambridge<br/>You are looking for a <span class='emphasis'>place to stay</span>. The hotel should have <span class='emphasis'>a star of 4</span> and should be in the type of <span class='emphasis'>hotel</span><br/>The hotel should <span class='emphasis'>include free parking</span> and should be in the <span class='emphasis'>moderate</span> price range<br/>If there is no such hotel, how about one that is in <span class='emphasis'>the type of guesthouse</span><br/>Make sure you get <span class='emphasis'>whether they have internet</span> and <span class='emphasis'>area</span><br/>You are also looking for a <span class='emphasis'>train</span>. The train should <span class='emphasis'>leave after 08:00</span> and should leave on <span class='emphasis'>tuesday</span><br/>The train should depart from <span class='emphasis'>cambridge</span> and should go to <span class='emphasis'>birmingham new street</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>1 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span>"
SNG0954.json,2,"U1: i am looking for a place to stay . i want to make sure it is [value_count] stars and include -s free parking . can you help with this ?<br/>S1: of course ! there are [value_count] place -s that fit that description . is there an area or price range that you prefer ?<br/>U2: i would prefer something [value_pricerange] -ly priced in the [value_area] of town<br/>S2: unfortunately , i do not see anything that fits your needs . would you like me to try another area ?","hmm , yes i suppose i could try [value_count] on the [value_area] side of town . are there any ?","yes , there is a total of [value_count] place -s to stay in the [value_area] side of town . would you like me to book you into [value_count] ?",there are [value_count] guesthouses that meet your criteria . would you like to book [value_count] of them ?,[hotel_name] is a guesthouse in the [value_area] part of town with free internet and parking . the phone number is [hotel_phone] .,i have [value_count] guesthouses in the [value_area] . the [hotel_name] and [hotel_name] . would you like me to book [value_count] of these for you ?,"You are looking for a <span class='emphasis'>place to stay</span>. The hotel should <span class='emphasis'>include free parking</span> and should have <span class='emphasis'>a star of 4</span><br/>The hotel should be in the <span class='emphasis'>centre</span> and should be in the <span class='emphasis'>moderate</span> price range<br/>If there is no such hotel, how about one that is in the <span class='emphasis'>north</span><br/>Make sure you get <span class='emphasis'>postcode</span>"
MUL1692.json,6,"U1: need a train to [value_place] departing from [value_place] .<br/>S1: there are [value_count] entries matching you description . what day and time will you be travelling ?<br/>U2: i would be traveling on [value_day] and would like to get there by [value_time] .<br/>S2: i have a a train that leaves at [value_time] and arrives at [value_time] . would you like to make a reservation ?<br/>U3: yes please , book that for [value_count] people and i need the reference number as well .<br/>S3: you are booked . the total fee is [value_price] gbp payable at the station and you are reference number is [train_reference] . is there anything else i can help with ?<br/>U4: i am looking for a place to eat in the [value_area] of town .<br/>S4: what type of food would you like ?<br/>U5: [value_food] food , please .<br/>S5: there are [value_count] to choose from , [value_count] are [value_pricerange] and [value_count] is [value_pricerange] . do you have a preference on price ?<br/>U6: no preference , i'll let you pick which [value_count] you think is the best .<br/>S6: i would recommend [restaurant_name] . it is an [value_pricerange] restaurant in the center . would you like to book a reservation ?","sure , for the same group of people on [value_day] at [value_time]",your booking is confirmed . your reference number is [restaurant_reference] . please note they will only reserve the table for [value_count] minutes . is there anything else you need ?,booking was successful . the table will be reserved for [value_count] minutes . reference number is [restaurant_reference] .,i was able to book a table for [value_count] at [value_time] on [value_day] . your reference number is [restaurant_reference] .,i have booked you a table for [value_count] at [value_time] on [value_day] . your reference number is [restaurant_reference] . is there anything else i can help you with ?,You are looking for information in Cambridge<br/>You are looking for a <span class='emphasis'>train</span>. The train should go to <span class='emphasis'>broxbourne</span> and should depart from <span class='emphasis'>cambridge</span><br/>The train should <span class='emphasis'>arrive by 18:45</span> and should leave on <span class='emphasis'>friday</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>8 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for a <span class='emphasis'>restaurant</span>. The restaurant should be in the <span class='emphasis'>centre</span> and should serve <span class='emphasis'>mediterranean</span> food<br/>Once you find the <span class='emphasis'>restaurant</span> you want to book a table for <span class='emphasis'>the same group of people</span> at <span class='emphasis'>12:45</span> on <span class='emphasis'>the same day</span><br/>Make sure you get the <span class='emphasis'>reference number</span>
SNG0832.json,2,"U1: could you help me find a [value_pricerange] hotel in the center of town ?<br/>S1: i have [value_count] options to offer you , the [value_count] star [hotel_name] and the unrated [hotel_name] . would you like me to book you a room at [value_count] ?<br/>U2: great can you find [value_count] with free parking and a [value_count] star rating<br/>S2: the [hotel_name] meets your needs . would you like to book a room ?","at the moment , can i just get the postcode and it is a hotel ?","sure , the postcode is [hotel_postcode] . is there anything else i can help you with ?","sure , the postcode is [hotel_postcode] and the price range is [hotel_name] .","sure , the postcode is [hotel_postcode] and the address is [hotel_address] .",[hotel_name] is a guesthouse in the [value_area] . the postcode is [hotel_postcode] . is there anything else i can help you with ?,You are looking for a <span class='emphasis'>place to stay</span>. The hotel should be in the <span class='emphasis'>centre</span> and should be in the <span class='emphasis'>cheap</span> price range<br/>The hotel should <span class='emphasis'>include free parking</span> and should have <span class='emphasis'>a star of 0</span><br/>Make sure you get <span class='emphasis'>postcode</span> and <span class='emphasis'>hotel type</span>
PMUL0745.json,3,"U1: can you help me find a restaurant for from trip ?<br/>S1: do you have any food preferences ?<br/>U2: i would like some [value_food] food .<br/>S2: there are [value_count] [value_food] restaurant -s . is there an area and and or pricepoint you would like to stay in ?<br/>U3: yes , i would like a [value_pricerange] price range , and a restaurant on the [value_area] side .<br/>S3: i have just [value_count] place available . it is [restaurant_name] . they are [value_pricerange] -ly priced and are located at [restaurant_address] .",please make reservations for [value_count] people at [value_time] on [value_day] .,booking was successful . the table will be reserved for [value_count] minutes . reference number is [restaurant_reference] . is there anything else i can help you with today ?,booking was successful . the table will be reserved for [value_count] minutes . reference number is [restaurant_reference] .,i was able to book a table for [value_count] at [value_time] on [value_day] . your reference number is [restaurant_reference] .,i have booked you a table for [value_count] at [value_time] on [value_day] at [restaurant_name] . your reference number is [restaurant_reference] . is there anything else i can help you with ?,You are traveling to Cambridge and looking forward to try local restaurants<br/>You are looking for a <span class='emphasis'>restaurant</span>. The restaurant should be in the <span class='emphasis'>moderate</span> price range and should serve <span class='emphasis'>italian</span> food<br/>The restaurant should be in the <span class='emphasis'>south</span><br/>Once you find the <span class='emphasis'>restaurant</span> you want to book a table for <span class='emphasis'>7 people</span> at <span class='emphasis'>19:30</span> on <span class='emphasis'>friday</span><br/>If the booking fails how about <span class='emphasis'>18:30</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for a <span class='emphasis'>train</span>. The train should <span class='emphasis'>arrive by 12:00</span> and should go to <span class='emphasis'>cambridge</span><br/>The train should depart from <span class='emphasis'>kings lynn</span> and should be on <span class='emphasis'>the same day as the restaurant booking</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>the same group of people</span><br/>Make sure you get the <span class='emphasis'>reference number</span>
